Date,Adj Close,Close,High,Low,Open,Volume
1998-12-01,11.280999183654785,19.039398193359375,19.34402847290039,18.8490047454834,19.052091598510742,551242
1999-01-01,11.476539611816406,19.369415283203125,20.359464645385742,18.455524444580078,18.81092643737793,2532783
1999-02-01,11.657034873962402,19.67404556274414,20.207149505615234,17.922420501708984,19.445573806762695,2873526
1999-03-01,12.0029878616333,20.257919311523438,21.37489891052246,19.509037017822266,19.597888946533203,3843552
1999-04-01,12.879403114318848,21.679529190063477,22.441104888916016,20.10560417175293,20.207149505615234,3276677
1999-05-01,12.102718353271484,20.372156143188477,22.1618595123291,19.800975799560547,21.603370666503906,4068459
1999-06-01,12.592854499816895,21.19719696044922,21.37489891052246,19.623273849487305,20.257919311523438,2575130
1999-07-01,11.856523513793945,19.902517318725586,21.80645751953125,19.877132415771484,21.247968673706055,2872910
1999-08-01,11.334779739379883,19.02670669555664,20.956031799316406,18.404752731323242,20.00406265258789,4857159
1999-09-01,10.70716667175293,17.97319221496582,19.699430465698242,17.46547508239746,19.115556716918945,6959583
1999-10-01,12.412084579467773,20.76563835144043,21.247968673706055,16.9577579498291,17.83357048034668,12254853
1999-11-01,11.865827560424805,19.851747512817383,21.755685806274414,19.521730422973633,20.714866638183594,7378123
1999-12-01,11.539593696594238,19.305950164794922,20.638708114624023,18.455524444580078,19.64866065979004,18114536
2000-01-01,11.239294052124023,18.73476791381836,19.5598087310791,17.440088272094727,19.267871856689453,10665261
2000-02-01,10.03616714477539,16.729284286499023,18.874391555786133,15.967708587646484,18.83631134033203,10371791
2000-03-01,11.825624465942383,19.71212387084961,20.46100616455078,15.815394401550293,16.754671096801758,18609520
2000-04-01,11.983651161193848,19.902517318725586,20.956031799316406,17.97319221496582,20.130990982055664,10647535
2000-05-01,12.251140594482422,20.346771240234375,20.46100616455078,18.404752731323242,18.98862648010254,6637187
2000-06-01,11.616805076599121,19.293258666992188,22.06031608581543,19.014013290405273,20.448314666748047,11621625
2000-07-01,12.684599876403809,20.994110107421875,21.400283813476562,19.140941619873047,19.293258666992188,5679712
2000-08-01,13.973004341125488,23.126522064208984,23.25345230102539,21.01949691772461,21.108346939086914,5252681
2000-09-01,14.233742713928223,23.558082580566406,24.065799713134766,22.034931182861328,23.15190887451172,13305757
2000-10-01,14.153687477111816,23.354995727539062,24.065799713134766,20.207149505615234,23.532697677612305,22417618
2000-11-01,13.430623054504395,22.1618595123291,23.73578453063965,20.917953491210938,23.15190887451172,21317968
2000-12-01,14.522917747497559,23.964256286621094,24.421201705932617,21.704914093017578,22.31417465209961,26064210
2001-01-01,14.542035102844238,23.907392501831055,24.903533935546875,22.74573516845703,24.040414810180664,28695349
2001-02-01,13.563672065734863,22.2989444732666,24.27294921875,21.267261505126953,24.004873275756836,13817607
2001-03-01,13.114023208618164,21.559707641601562,23.103168487548828,18.99268913269043,22.136474609375,19339504
2001-04-01,13.633346557617188,22.339561462402344,23.549959182739258,20.186840057373047,21.332250595092773,35840441
2001-05-01,14.233211517333984,23.32250213623047,23.82615852355957,22.225833892822266,22.266450881958008,8610352
2001-06-01,14.079529762268066,23.070674896240234,23.70430564880371,22.047115325927734,23.19252586364746,16122777
2001-07-01,13.997010231018066,22.85133934020996,23.4281063079834,21.86840057373047,23.19252586364746,17290135
2001-08-01,13.07149887084961,21.340373992919922,23.135662078857422,21.194150924682617,22.891958236694336,15870300
2001-09-01,12.280345916748047,20.04874038696289,21.649066925048828,17.181154251098633,21.210397720336914,18662825
2001-10-01,12.160054206848145,19.764419555664062,20.796100616455078,19.33387565612793,19.975629806518555,32654614
2001-11-01,12.949736595153809,21.047929763793945,21.80341148376465,19.415109634399414,19.813159942626953,10416600
2001-12-01,13.144655227661133,21.364744186401367,21.665313720703125,20.641754150390625,20.83671760559082,16750094
2002-01-01,13.051368713378906,21.12104034423828,21.925264358520508,19.94313621520996,21.242891311645508,62117739
2002-02-01,12.825488090515137,20.755483627319336,21.080421447753906,19.577579498291016,21.080421447753906,97549981
2002-03-01,13.62864875793457,22.055240631103516,22.591388702392578,20.755483627319336,20.917953491210938,69121634
